machine_type,session_id,scenario,timestamp,step,temperature,vibration,rpm,state
motor,motor-0000,failure,2026-01-01T00:01:58+00:00,118,71.9017,3.9878,1585.3924,FAILURE
motor,motor-0000,failure,2026-01-01T00:01:59+00:00,119,69.2372,4.2184,1590.7293,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:00+00:00,120,68.3821,4.3169,1597.5963,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:01+00:00,121,70.3675,4.1141,1609.4761,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:02+00:00,122,69.2734,4.1002,1617.5616,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:03+00:00,123,70.4388,4.2819,1580.4165,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:04+00:00,124,71.4376,4.2747,1541.889,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:05+00:00,125,71.5741,4.3299,1560.5723,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:06+00:00,126,72.342,4.2409,1563.027,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:07+00:00,127,74.2707,4.3277,1557.9566,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:08+00:00,128,75.7272,4.1104,1515.3044,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:09+00:00,129,74.044,3.8964,1550.2286,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:10+00:00,130,74.4828,3.923,1528.8633,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:11+00:00,131,70.7651,4.1739,1507.5515,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:12+00:00,132,68.4648,4.6277,1518.3044,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:13+00:00,133,69.9449,4.2435,1558.8036,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:14+00:00,134,70.5589,4.1821,1559.7164,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:15+00:00,135,71.4194,4.4566,1554.2727,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:16+00:00,136,70.5716,4.4421,1530.2407,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:17+00:00,137,73.7755,4.7134,1574.4324,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:18+00:00,138,70.6613,4.699,1559.5085,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:19+00:00,139,71.8256,4.7805,1556.8788,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:20+00:00,140,74.7023,4.6956,1562.9744,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:21+00:00,141,74.6963,4.6764,1561.9434,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:22+00:00,142,74.9833,5.1304,1520.3014,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:23+00:00,143,75.756,5.1427,1542.1739,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:24+00:00,144,75.4146,4.8832,1530.7757,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:25+00:00,145,74.7178,4.8086,1506.102,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:26+00:00,146,77.3709,4.9537,1492.9317,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:27+00:00,147,77.9655,5.3013,1477.294,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:28+00:00,148,74.0452,5.4878,1476.712,FAILURE
motor,motor-0000,failure,2026-01-01T00:02:29+00:00,149,74.5275,5.5463,1496.6452,FAILURE
motor,motor-0001,degrading,2026-01-01T00:02:30+00:00,0,54.3905,1.3961,1814.3979,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:31+00:00,1,53.4024,1.6174,1808.9135,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:32+00:00,2,54.1704,1.7601,1833.7531,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:33+00:00,3,53.8494,1.8466,1834.6115,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:34+00:00,4,54.862,1.9804,1827.4646,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:35+00:00,5,54.7064,1.8666,1835.4423,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:36+00:00,6,56.4762,1.982,1820.5491,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:37+00:00,7,56.6381,1.8111,1824.7773,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:38+00:00,8,55.6923,1.7159,1819.2213,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:39+00:00,9,56.077,1.8793,1802.7791,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:40+00:00,10,55.823,1.6156,1796.5326,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:41+00:00,11,55.2631,1.4426,1799.2394,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:42+00:00,12,54.7149,1.322,1788.6515,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:43+00:00,13,55.0718,1.2762,1802.0421,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:44+00:00,14,54.2167,1.2697,1785.1157,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:45+00:00,15,54.2394,1.4795,1773.9821,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:46+00:00,16,55.2036,1.4347,1788.3494,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:47+00:00,17,54.379,1.3595,1785.4822,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:48+00:00,18,55.2236,1.3554,1800.5532,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:49+00:00,19,54.8916,1.1552,1814.6,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:50+00:00,20,53.191,1.3271,1810.9037,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:51+00:00,21,52.6052,1.2508,1791.6349,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:52+00:00,22,52.9216,1.4036,1808.1959,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:53+00:00,23,54.0043,1.4134,1821.5062,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:54+00:00,24,53.2612,1.5099,1826.4678,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:55+00:00,25,54.3082,1.7543,1840.1532,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:56+00:00,26,55.2291,1.5154,1838.3354,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:57+00:00,27,54.8726,1.412,1840.3083,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:58+00:00,28,54.7868,1.3397,1842.7339,NORMAL
motor,motor-0001,degrading,2026-01-01T00:02:59+00:00,29,55.375,1.2861,1828.3905,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:00+00:00,30,55.5741,1.4804,1825.4582,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:01+00:00,31,55.4749,1.5942,1825.4596,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:02+00:00,32,54.8789,1.6396,1826.3992,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:03+00:00,33,54.9115,1.7218,1815.6718,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:04+00:00,34,56.2794,1.7411,1818.5076,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:05+00:00,35,55.9203,1.7328,1816.5903,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:06+00:00,36,56.1711,1.6072,1821.3805,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:07+00:00,37,56.4051,1.7361,1816.0673,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:08+00:00,38,56.352,1.7122,1804.0028,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:09+00:00,39,55.4451,1.5673,1791.4883,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:10+00:00,40,55.3798,1.5539,1780.0399,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:11+00:00,41,55.7509,1.5858,1776.6102,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:12+00:00,42,56.3361,1.4499,1778.0248,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:13+00:00,43,55.6597,1.4073,1782.9503,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:14+00:00,44,55.8343,1.1369,1776.7165,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:15+00:00,45,55.9167,1.2696,1807.4459,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:16+00:00,46,56.2767,1.2875,1807.6562,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:17+00:00,47,55.0736,1.3634,1800.1927,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:18+00:00,48,54.1313,1.2957,1824.7371,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:19+00:00,49,52.896,1.4316,1814.6192,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:20+00:00,50,52.4018,1.4433,1824.2887,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:21+00:00,51,53.6273,1.2688,1829.1954,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:22+00:00,52,52.8948,1.2416,1825.4,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:23+00:00,53,51.7559,1.2456,1820.2244,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:24+00:00,54,51.1454,1.387,1838.9085,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:25+00:00,55,52.1838,1.597,1859.6697,NORMAL
motor,motor-0001,degrading,2026-01-01T00:03:26+00:00,56,52.802,1.3508,1836.2834,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:27+00:00,57,54.7109,1.0526,1835.916,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:28+00:00,58,56.4378,1.3009,1821.6962,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:29+00:00,59,56.1751,1.3149,1818.6096,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:30+00:00,60,58.4937,1.5013,1824.1084,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:31+00:00,61,59.0366,1.5149,1817.9717,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:32+00:00,62,58.1931,1.3737,1823.415,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:33+00:00,63,58.4064,1.5229,1807.0244,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:34+00:00,64,59.5155,1.8015,1813.8541,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:35+00:00,65,59.6354,1.9311,1794.2827,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:36+00:00,66,57.7008,1.9407,1788.9457,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:37+00:00,67,59.5305,2.0458,1778.7635,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:38+00:00,68,59.0771,1.872,1789.9095,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:39+00:00,69,58.8764,1.696,1788.8592,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:40+00:00,70,57.7896,1.6186,1777.2447,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:41+00:00,71,58.7665,1.8067,1764.7907,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:42+00:00,72,57.2316,1.9496,1744.2919,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:43+00:00,73,56.9675,2.1112,1756.07,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:44+00:00,74,57.4303,1.8663,1747.2516,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:45+00:00,75,57.1474,1.8289,1743.4427,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:46+00:00,76,57.9042,1.9299,1744.0125,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:47+00:00,77,56.3791,1.7348,1763.6252,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:48+00:00,78,56.3972,1.8251,1784.0722,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:49+00:00,79,57.0451,1.6177,1775.5393,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:50+00:00,80,56.7115,1.892,1810.3761,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:51+00:00,81,56.429,1.9059,1807.3065,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:52+00:00,82,55.5151,1.8752,1813.1316,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:53+00:00,83,55.9168,2.0852,1820.2094,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:54+00:00,84,57.0377,2.2008,1817.048,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:55+00:00,85,58.7237,2.2335,1816.5728,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:56+00:00,86,59.5627,2.156,1814.4748,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:57+00:00,87,60.1307,2.1269,1819.1328,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:58+00:00,88,58.123,2.3768,1827.3288,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:03:59+00:00,89,57.3465,2.3914,1801.0282,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:00+00:00,90,57.6294,2.2936,1794.2458,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:01+00:00,91,57.5709,2.1405,1797.0099,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:02+00:00,92,58.2278,2.1017,1806.862,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:03+00:00,93,59.3255,1.9169,1787.4075,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:04+00:00,94,58.8462,2.0212,1761.9489,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:05+00:00,95,59.2177,1.9663,1773.0834,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:06+00:00,96,58.8119,2.0121,1748.4245,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:07+00:00,97,58.3152,1.9025,1764.5058,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:08+00:00,98,58.1491,1.7374,1752.9541,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:09+00:00,99,57.2859,1.7202,1754.1637,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:10+00:00,100,56.9443,1.727,1768.6545,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:11+00:00,101,56.5518,1.427,1766.6959,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:12+00:00,102,55.3131,1.4387,1755.1987,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:13+00:00,103,55.6143,1.5852,1768.7344,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:14+00:00,104,54.4828,1.5566,1744.7184,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:15+00:00,105,55.0029,1.6264,1756.6647,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:16+00:00,106,53.9133,1.6049,1762.6535,DEGRADATION
motor,motor-0001,degrading,2026-01-01T00:04:17+00:00,107,53.5842,1.6462,1751.0107,DEGRADATION
