session_id,scenario,window_start,window_end,state,temperature_mean,temperature_std,temperature_min,temperature_max,temperature_trend,vibration_mean,vibration_std,vibration_min,vibration_max,vibration_trend,rpm_mean,rpm_std,rpm_min,rpm_max,rpm_trend
motor-0001,degrading,180,209,DEGRADATION,60.764709999999994,1.762671646554362,56.9524,63.6737,0.09516829810900831,2.5840766666666672,0.16535537423648766,2.3227,2.9954,0.01319672969966623,1727.85648,16.82494827543113,1681.9711,1751.4385,-0.6802612680756989
motor-0001,degrading,190,219,DEGRADATION,60.60635666666666,2.0272469753639344,56.9397,63.6737,0.05776002224694002,2.5809599999999997,0.18619005451419796,2.2295,2.9954,-0.0043468743047831646,1718.4868400000003,17.950839588100962,1681.9711,1751.4385,-1.1178689210233845
motor-0002,healthy,0,29,NORMAL,53.39958666666666,1.2734681340688847,50.654,56.1988,-0.06737477196885622,1.6945633333333336,0.1616067067158896,1.209,1.9564,-0.0065133926585095306,1789.3929266666669,20.836450321698813,1752.1072,1831.104,0.9007918576195721
motor-0002,healthy,10,39,NORMAL,53.37404333333333,1.2676259931287122,50.654,56.1988,-0.04563931034482905,1.7271866666666669,0.17719959693959678,1.209,1.9764,0.010450989988876499,1800.6587966666668,21.159246938623696,1752.1072,1831.1694,1.208761979977717
motor-0002,healthy,20,49,NORMAL,52.84728,1.1250734759413112,50.654,54.6294,0.024480088987763906,1.6689900000000002,0.22895198383067134,1.209,1.9764,-0.0045410678531702265,1804.1342100000002,16.152821370570763,1765.7826,1831.1694,0.004283893214628795
motor-0002,healthy,30,59,NORMAL,53.22312333333334,1.0366947730434233,51.021,55.366,-0.01504647385984625,1.60396,0.25938606567559996,1.094,1.9764,-0.02186331479421586,1798.9101066666663,16.497059823191403,1769.0445,1831.1694,-1.2016297664071651
motor-0002,healthy,40,69,NORMAL,53.31207000000001,1.0752378413324808,51.021,55.366,0.030908542825359712,1.5302966666666662,0.19370677235335773,1.094,1.8589,0.007003848720800868,1793.1487766666664,14.175373325940635,1769.0445,1816.8766,-0.35050017797556293
motor-0002,healthy,50,79,NORMAL,53.53175333333333,0.7562685223002628,52.047,55.366,0.012908342602890832,1.5526566666666666,0.16309403766607233,1.094,1.8589,0.008448476084538336,1785.9132500000003,15.699524614326187,1761.6515,1816.8766,-0.34467886540601583
motor-0002,healthy,60,89,NORMAL,53.58099333333333,0.6904961418831794,52.1588,55.0553,-0.01813548387096958,1.6640633333333334,0.13665609263971937,1.4189,2.0169,0.004676462736373704,1791.7488366666666,17.30957996181083,1761.6515,1821.2117,0.36052758620687814
motor-0002,healthy,70,99,NORMAL,53.58573333333334,0.6594563333197699,52.1588,55.0553,0.015408898776417615,1.6761200000000003,0.15000931393305775,1.4189,2.0169,0.005168275862068937,1792.26741,16.07808264811346,1761.6515,1821.2117,1.1466742380422346
motor-0002,healthy,80,109,NORMAL,53.07212666666667,0.9702087311272537,51.1009,54.8628,-0.051024649610679595,1.6764433333333335,0.14576749908291936,1.4518,2.0169,-0.007637308120133532,1794.576666666667,15.197955242890037,1762.4518,1821.2117,-0.7074288320356382
motor-0002,healthy,90,119,NORMAL,53.25269,1.1154780330572776,51.1009,55.4263,0.020212747497217794,1.657293333333333,0.12883946324356096,1.4518,1.9469,-0.0015237374860957074,1800.54145,20.139837518075943,1762.4518,1840.0342,1.2722011345939372
motor-0002,healthy,100,129,NORMAL,53.52764333333334,1.8509320001345868,51.1009,58.7761,0.0998695661846494,1.6506133333333335,0.11054884209655427,1.4518,1.9078,0.005241023359288094,1795.2851933333336,24.646153307280134,1762.4357,1840.0342,-0.13110002224701572
motor-0002,healthy,110,139,NORMAL,53.44076,1.9200337088360366,50.84,58.7761,-0.1122925917686333,1.63478,0.12509237759885025,1.3883,1.9078,-0.006962135706340412,1796.0950699999999,25.453126155060662,1744.7236,1840.0342,-1.4850895884316375
motor-0002,healthy,120,149,NORMAL,53.08648666666667,1.8576338883524803,50.84,58.7761,-0.09475919911012218,1.6213233333333334,0.1215253737108245,1.3883,1.8205,-0.003653325917686353,1788.2059133333335,20.46525181681921,1744.7236,1823.8877,0.5271619577307469
motor-0002,healthy,130,159,NORMAL,52.585176666666676,0.9859029609731146,50.84,54.3232,0.0629135261401545,1.6677133333333338,0.17281232736378757,1.3883,2.1552,0.01282002224694103,1786.4870766666668,18.710239532809883,1744.7236,1823.8877,-0.2872524360400711
motor-0002,healthy,140,169,NORMAL,52.27408666666667,1.4227206598001672,49.4858,54.3232,-0.08658157953281445,1.6746766666666668,0.17122577236567577,1.4104,2.1552,-0.004586629588431656,1790.88623,16.666205987509585,1763.3633,1823.8877,0.08881243604000644
motor-0002,healthy,150,179,NORMAL,52.786809999999996,1.7945352297739936,49.4858,56.0066,0.06452972191323593,1.80359,0.23536231410317157,1.4104,2.2007,0.011332969966629563,1797.1544566666669,19.172261467628758,1763.3633,1828.6507,1.9471886763069315
motor-0002,healthy,160,189,NORMAL,52.53861,1.906619485258311,49.4858,56.0066,0.0704925250278086,1.7084933333333336,0.26301008083764055,1.325,2.2007,0.0001268965517241252,1801.1154266666667,16.718042437377512,1768.1858,1828.6507,-0.46470060066744184
motor-0003,degrading,0,29,NORMAL,55.91759000000001,1.4348880233546677,52.6024,58.0435,-0.057793125695218446,1.4635599999999998,0.15319685070740413,1.2118,1.7408,-0.011070389321468335,1802.14713,16.662910412492952,1758.0204,1831.5698,-0.5278765072302948
motor-0003,degrading,10,39,NORMAL,55.973426666666676,1.4737706130723176,52.6024,58.7841,0.07070642936596078,1.4466933333333334,0.13319738719492796,1.2118,1.6611,0.00884849833147937,1804.7573033333335,18.805230014820914,1758.0204,1845.8675,1.0326810456061823
motor-0003,degrading,20,49,NORMAL,55.74173,1.3936269180690597,53.4561,58.7841,-0.04109933259176975,1.4755966666666667,0.1361581861496236,1.2454,1.7104,0.004631301446051148,1811.8988366666667,14.112258031713251,1781.2071,1845.8675,0.45965025583979374
motor-0003,degrading,30,59,DEGRADATION,56.36832666666667,1.6242427710440601,53.7354,58.8758,0.01762104560622706,1.5390733333333333,0.16498506383575723,1.1934,1.9672,2.3492769744134783e-05,1812.8779566666667,16.21895272339707,1774.4307,1845.8675,-0.485616129032278
motor-0003,degrading,40,69,DEGRADATION,56.95559999999999,2.052625148762757,53.7354,59.7885,0.20168204671857495,1.6777766666666667,0.279500886919682,1.1934,2.1705,0.023463470522803096,1809.147083333333,15.540920583051783,1774.4307,1834.8699,0.1010958175750413
motor-0003,degrading,50,79,DEGRADATION,57.72356333333333,1.3096149712754848,54.8267,59.7885,-0.009915572858733766,1.8153033333333335,0.23696800977253354,1.1934,2.1705,0.016789966629588416,1798.0797966666667,20.408098405853224,1758.4414,1834.8699,-0.9550874972191724
motor-0003,degrading,60,89,DEGRADATION,57.677553333333336,1.1825323211180696,55.9939,59.7885,-0.06359403781980154,1.9208133333333335,0.0931993481140769,1.7679,2.1705,-0.0048073859844271925,1789.50838,20.36138889896594,1758.4414,1834.8699,-1.4506299888765575
motor-0003,degrading,70,99,DEGRADATION,57.569096666666674,1.2047119668156743,55.9939,60.8849,0.08244874304783013,1.8058533333333335,0.1929845412346687,1.3222,2.1061,-0.011586340378198029,1774.8156900000001,14.97544135345934,1744.3185,1814.1386,-0.8577463181313063
motor-0003,degrading,80,109,DEGRADATION,57.23402333333333,1.4724501088737176,54.3648,60.8849,-0.05070533926585231,1.8313066666666666,0.2065296135881944,1.3222,2.1061,0.0030727919911011734,1760.3413800000003,22.316315715135424,1714.426,1814.1386,-2.0560711012236217
motor-0003,degrading,90,119,DEGRADATION,57.97549333333335,1.9535622051239858,54.3648,61.6937,0.06549041156840778,1.8966333333333332,0.25672788880230546,1.3222,2.4054,0.01812338153503892,1752.6412366666664,18.67522178137801,1714.426,1787.4693,-0.23392393770860637
motor-0003,degrading,100,129,DEGRADATION,58.952273333333345,2.541509596012224,54.3648,62.9375,0.25223061179087686,2.1202133333333335,0.19722860126146907,1.804,2.5967,0.016214104560622875,1745.820523333333,16.256526866865574,1714.426,1787.4693,0.5384486540600525
motor-0003,degrading,110,139,DEGRADATION,60.667666666666676,1.435537281376636,57.2634,63.5641,0.06947372636262306,2.2167033333333332,0.18346720048977572,1.8412,2.5967,0.010205984427141216,1748.2281399999997,18.519473471953788,1714.5141,1787.4693,-0.20925058954395764
motor-0003,degrading,120,149,DEGRADATION,61.77461333333334,1.258220413582436,59.4748,64.2777,0.05063737486095544,2.3774066666666664,0.1687507924590446,2.1046,2.6368,0.011492013348164585,1744.959153333333,22.6200031597365,1694.6195,1787.7934,0.006676084538333552
motor-0003,degrading,130,159,DEGRADATION,62.21676,1.4997762752268526,59.4748,64.2777,0.0580411123470515,2.371273333333334,0.19230276464182433,1.9611,2.6381,0.0026264293659621495,1732.6651866666662,28.62383339642839,1694.6195,1787.7934,-1.5580812013348633
motor-0003,degrading,140,169,DEGRADATION,61.46855999999999,2.1890606366811007,57.7777,64.2777,-0.18400605116796606,2.4148266666666673,0.17815944531670377,1.9611,2.6693,-0.006778865406006724,1723.1187433333334,26.095619947322998,1694.6195,1787.7934,-1.517538264738627
motor-0003,degrading,150,179,DEGRADATION,61.265183333333326,2.1678338165218185,57.7777,64.3014,-0.016065161290324613,2.5125433333333334,0.2829510589994123,1.9611,2.9876,0.024970611790878724,1717.7706666666668,17.245942563249148,1695.4979,1761.5658,1.0644531701890612
motor-0003,degrading,160,189,DEGRADATION,61.18503666666667,2.00174193466313,57.7777,64.4139,0.18285933259176723,2.6010533333333337,0.24697239755801773,2.0923,2.9876,0.007796084538375887,1723.2226633333332,15.704275800865668,1696.5659,1761.5658,0.45653639599552404
motor-0003,degrading,170,199,DEGRADATION,62.131256666666665,1.1282042813495952,59.9409,64.4139,-0.01339352614015647,2.71385,0.18418318010430085,2.2793,2.9876,-0.006201579532814297,1729.398803333333,16.073018730789876,1696.5659,1761.5658,0.1373477864293067
motor-0004,failure,0,29,DEGRADATION,54.579486666666654,1.0267752950324078,51.9796,56.0738,-0.02949886540600787,1.451543333333333,0.17661806378611322,1.0931,1.7626,-0.005709744160178036,1798.6796166666668,13.982199861564071,1773.4842,1830.0441,-0.46853457174639984
motor-0004,failure,10,39,DEGRADATION,55.50363333333333,1.9336092853061664,51.9796,58.8129,0.14850580645161202,1.5502766666666667,0.2724727945848702,1.0931,2.0623,0.021644916573971044,1782.6860733333335,25.301897187087675,1709.1622,1820.9328,-1.9156775973304212
motor-0004,failure,20,49,DEGRADATION,56.719033333333336,2.253620601954897,51.9796,59.6341,0.22464845383759618,1.6887933333333334,0.2697565889628813,1.0931,2.0623,0.022129254727474942,1754.3766633333332,40.9450541729237,1684.2017,1811.3675,-4.082734927697479
motor-0004,failure,30,59,DEGRADATION,58.26547000000001,1.033067961349429,55.4802,59.9875,0.05029323692991963,2.045593333333333,0.32298732372786537,1.6568,2.7375,0.028521646273637347,1733.6263533333336,27.427224715365483,1684.2017,1790.0072,-1.2058816017797842
motor-0004,failure,40,69,FAILURE,60.21476999999998,2.558792402957561,56.9058,65.7207,0.22990560622914097,2.3417466666666664,0.4128042956279511,1.6568,2.9162,0.04397601779755278,1719.5985533333337,20.622845971021768,1662.5426,1758.1304,0.1589156840934169
motor-0004,failure,50,79,FAILURE,61.23508,2.3051082806670924,57.3864,65.7207,0.12337708565072168,2.63421,0.2640756524811277,2.086,3.2889,0.015229165739710735,1694.6206399999999,49.18735708726108,1600.225,1758.1304,-5.0822614460512225
motor-0004,failure,60,89,FAILURE,62.89046333333333,2.180761614892579,59.1326,67.8036,0.028329988876529197,2.88414,0.33464576853741923,2.1781,3.5722,0.02123541713014453,1674.13709,40.841836618475334,1600.225,1733.3266,-2.184463426028998
motor-0004,failure,70,99,FAILURE,63.515756666666675,2.7544013010311734,59.1326,69.8577,0.16887036707452516,3.154853333333333,0.4514176777910034,2.1781,4.0443,0.03978189098998883,1646.8437833333337,30.788125469625285,1593.9239,1706.2181,-0.39670631813129115
motor-0004,failure,80,109,FAILURE,64.55561,2.485405716491106,59.1326,69.8577,0.062647541713013,3.3914400000000002,0.2612875409709898,2.8504,4.0443,0.008058464961067732,1636.5693733333333,35.07772610577767,1572.4273,1706.2181,-3.118858687430534
motor-0004,failure,90,119,FAILURE,66.55648666666666,2.9645159203185636,61.9712,72.6541,0.19240075639599372,3.6882,0.3873410994631648,3.1605,4.5881,0.027253170189098917,1605.2361866666663,34.66315690376681,1507.4041,1671.4275,-2.8499831368187394
motor-0004,failure,100,129,FAILURE,68.72969000000002,3.5438670005470954,61.9712,75.147,0.3491860511679621,3.8588199999999997,0.41911742698198556,3.1605,4.5881,0.03149708565072296,1564.343916666667,47.57909361057705,1476.7163,1643.0227,-4.307374749721935
motor-0004,failure,110,139,FAILURE,69.20680333333333,3.020615176580574,61.9762,75.147,-0.12598471635150343,4.0663599999999995,0.28278350093313437,3.5523,4.5881,-0.0002430700778643761,1537.5929933333332,42.26555047596826,1476.7163,1643.0227,-2.7427730812013857
motor-0004,failure,120,149,FAILURE,69.55365333333334,2.9635200610910153,61.9762,75.147,-0.04455532814238266,4.222899999999999,0.36911026988331463,3.5523,5.0209,0.024009699666295847,1529.5756066666665,30.03849451689097,1476.7163,1595.6475,2.132908654060049
motor-0004,failure,130,159,FAILURE,69.61560333333334,2.898912034365461,61.9762,73.3497,0.29516629588431453,4.596593333333334,0.5380921153689414,3.7035,5.5914,0.058401957730811915,1519.7043466666664,38.10913119975084,1425.9747,1595.6475,-1.9365242269188483
motor-0005,failure,0,29,DEGRADATION,54.25750333333334,1.5009614271044924,51.7147,57.1881,-0.09243797552836613,1.5127266666666668,0.30414720003460316,1.0787,2.293,0.015293036707452702,1778.9826566666666,17.12804974741108,1738.1238,1805.9591,-1.0235785761958125
motor-0005,failure,10,39,DEGRADATION,55.41114,2.8583121058414878,51.7147,60.9819,0.24101170189098872,1.665036666666667,0.3740171444228489,1.0787,2.293,0.03293804226918797,1768.813963333333,24.431544651051457,1707.6519,1805.9591,-1.2859732369299695
motor-0005,failure,20,49,DEGRADATION,56.77113000000001,2.879306381885517,51.7147,60.9819,0.24171739710789636,1.9593333333333336,0.3267520010990327,1.0787,2.3692,0.025786473859844235,1743.2500000000002,34.12171932656187,1686.9709,1803.5211,-2.8860755506118085
motor-0005,failure,30,59,FAILURE,58.21505333333333,1.2948674536372011,55.9732,60.9819,-0.05632636262513998,2.258643333333333,0.30582848644660654,1.6886,2.8617,0.030760823136818667,1719.67039,35.27659062002589,1657.4356,1803.5211,-3.3569334149054946
motor-0005,failure,40,69,FAILURE,59.16182333333334,2.306407936985321,56.4118,64.1672,0.17435010011123264,2.64443,0.4020530588118936,2.072,3.3474,0.04216073414905446,1698.97183,19.457655513415958,1657.4356,1728.2895,-0.6477767074527715
motor-0005,failure,50,79,FAILURE,59.89556999999999,2.3756760788106894,56.5259,64.1672,0.16346253615127923,2.9966566666666674,0.34153746469295115,2.3769,3.574,0.031116373748609535,1680.2744733333334,29.240504850451693,1626.6369,1728.2895,-2.103535083426067
motor-0005,failure,60,89,FAILURE,61.15800666666666,1.9075781630002882,56.732,64.1672,0.007893659621801254,3.2988166666666667,0.3149740286471604,2.7777,3.9536,0.01787979977753053,1664.70381,33.49431788474328,1588.2457,1728.2895,-1.9275101001112926
motor-0005,failure,70,99,FAILURE,63.21874999999999,3.817145374644076,56.732,70.1841,0.35406240266963224,3.3936566666666668,0.2835999972770725,2.8932,3.9536,0.004220578420467078,1622.4075666666663,48.65530844952297,1510.5795,1690.6698,-3.8626852502781475
motor-0005,failure,80,109,FAILURE,65.66643,3.518490159064443,58.6415,70.7358,0.29361443826473793,3.576536666666667,0.31551632021532927,3.081,4.3317,0.01181844271412676,1580.7396766666666,61.637253716756284,1467.5189,1690.6698,-5.349772391546192
motor-0005,failure,90,119,FAILURE,68.51937333333333,1.800169152595264,64.2305,73.1854,0.09902384872079856,3.7985466666666663,0.397913727444642,3.1039,4.4434,0.040239065628476,1549.7154466666666,37.79656423469142,1467.5189,1638.1344,-0.8728255394883433
motor-0005,failure,100,129,FAILURE,69.63208666666668,2.185663467803057,64.2305,74.0722,0.20260591768631517,4.157120000000001,0.3592118793507067,3.328,4.8452,0.03593833147942153,1519.2632966666665,46.742976692850036,1409.8328,1591.6483,-2.4073688320356164
motor-0005,failure,110,139,FAILURE,70.91013,1.6211234676709023,68.2866,74.0722,0.11035161290322394,4.560356666666666,0.388453624588001,3.8781,5.3189,0.04008998887652936,1497.1776066666669,53.66208005900712,1401.5794,1591.6483,-4.571680578420506
motor-0006,failure,0,29,DEGRADATION,56.05196333333333,1.0110084946835132,53.9002,58.1124,0.015764471635149428,1.6766133333333333,0.17839045888786267,1.3038,1.9886,-0.011896284760845446,1782.1620799999996,16.887494977791505,1746.7097,1814.0532,-1.2733461179088224
motor-0006,failure,10,39,DEGRADATION,57.24012333333334,1.9483961800556782,53.9002,60.2405,0.17299383759732864,1.7803333333333329,0.28971020156164484,1.3038,2.2754,0.022285917686318126,1774.5553933333333,18.933017052351225,1729.0332,1814.189,-0.15022264738601782
motor-0006,failure,20,49,DEGRADATION,58.563269999999996,1.96748034452698,53.9002,61.0227,0.18530889877641715,1.9930633333333334,0.34503057978806584,1.3038,2.4128,0.035215995550611764,1750.3565533333335,40.190041910277024,1681.4316,1814.189,-3.630620823136872
motor-0006,failure,30,59,DEGRADATION,59.51656666666667,1.1698083835492985,56.0962,61.4684,-0.018172680756397438,2.232163333333333,0.11923639680157322,1.9286,2.46,0.005790856507230208,1732.2607700000003,37.94978017790661,1681.4316,1814.189,-3.008390411568458
motor-0006,failure,40,69,FAILURE,60.48325000000001,1.9346340483839994,56.0962,64.0482,0.13770338153503664,2.5221700000000005,0.3829583973488504,2.0745,3.4279,0.030126162402669594,1700.2021566666667,21.51392389992558,1647.3215,1737.2221,-1.0044688097887
motor-0006,failure,50,79,FAILURE,61.49311333333333,2.182671580690864,56.0962,65.0044,0.19550060066740682,2.6940600000000003,0.358319745106704,2.0745,3.4279,0.021847208008898774,1691.6846266666664,29.56440222197335,1632.3731,1737.2221,-2.1644970411568876
motor-0006,failure,60,89,FAILURE,64.15455333333334,2.497642329709271,61.5549,70.7623,0.21417308120133371,2.8909266666666666,0.26760024032541946,2.4606,3.6475,-0.0062509899888765685,1657.0821166666667,41.03187723093743,1550.0148,1725.4547,-3.042147030033404
motor-0006,failure,70,99,FAILURE,65.53295999999999,2.766016385658865,62.0414,70.7623,0.1659552391546149,3.0287,0.4059439821781654,2.4606,4.0797,0.028235862068965445,1633.0682000000002,41.90845675190946,1550.0148,1725.4547,-2.6725172413793636
motor-0006,failure,80,109,FAILURE,66.69422333333333,2.1164322505391526,62.539,70.7623,-0.01659285873192503,3.2945633333333335,0.49851722770855394,2.4606,4.2523,0.04019490545050051,1600.2755366666668,34.829949308581,1536.7162,1655.0644,-1.8542112347052535
motor-0006,failure,90,119,FAILURE,67.76868333333333,2.4667150359784618,62.539,72.6541,0.14835223581757395,3.7030900000000004,0.45471352325759273,2.785,4.772,0.03425301446051162,1581.0858233333336,32.23465523877145,1536.1344,1654.3007,-2.261187474972234
motor-0006,failure,100,129,FAILURE,69.97985333333332,3.095646115081993,64.5683,74.9055,0.3368012458286976,4.04481,0.4919415326709736,2.8072,4.9958,0.0438768631813125,1556.5864333333332,26.433324951221874,1510.9186,1618.673,-2.123443915461677
motor-0006,failure,110,139,FAILURE,72.46057333333334,2.1581424690279896,67.9134,76.6037,0.2053884315906539,4.446596666666667,0.4241910854660773,3.68,5.3089,0.03656901001112343,1538.0812733333335,30.359670051576995,1463.0069,1586.6921,-2.1887866518353887
