session_id,scenario,window_start,window_end,state,temperature_mean,temperature_std,temperature_min,temperature_max,temperature_trend,pressure_mean,pressure_std,pressure_min,pressure_max,pressure_trend,vibration_mean,vibration_std,vibration_min,vibration_max,vibration_trend
compressor-0001,failure,0,29,DEGRADATION,53.55908,1.7316389002714552,49.5071,55.7897,-0.14755074527252604,8.242376666666667,0.11121614895728436,7.9941,8.4921,-0.0031207341490546645,1.3756366666666666,0.16587317139576516,1.0521,1.6776,-0.007662669632925505
compressor-0001,failure,10,39,DEGRADATION,54.04756666666667,2.1995270331495265,49.5071,57.3735,0.07012289210233381,8.19799,0.12360434013415528,7.9266,8.4485,-0.006733014460511908,1.5035633333333334,0.3014123404721328,1.0521,2.0136,0.02772309232480532
compressor-0001,failure,20,49,DEGRADATION,54.41019666666667,2.320753062475388,49.5071,57.3735,0.18396598442714063,8.02966,0.2615942157872252,7.3589,8.3566,-0.02484591768631833,1.6855633333333335,0.272422045710124,1.1236,2.0158,0.020798598442714134
compressor-0001,failure,30,59,DEGRADATION,55.769549999999995,0.9122807326512313,53.7224,57.3735,-0.01896073414905561,7.693586666666666,0.416063315480816,6.9683,8.2868,-0.043405294771969145,1.8714400000000002,0.12673059509579107,1.5994,2.1305,0.0003142157953280764
compressor-0001,failure,40,69,DEGRADATION,56.63555,1.6929776556410898,54.3386,59.8625,0.14986084538375932,7.3581633333333345,0.34074478081924536,6.8532,8.0438,-0.031326162402669645,2.0331466666666667,0.27728910152081754,1.5994,2.5551,0.02551452725250273
compressor-0001,failure,50,79,FAILURE,58.599916666666665,2.636229220317451,54.3386,63.3934,0.26907548387096625,7.156036666666667,0.18908484424253097,6.8532,7.6381,-0.005195038932146911,2.239476666666667,0.2744979522489902,1.7246,2.6864,0.026024894327029965
compressor-0001,failure,60,89,FAILURE,59.527113333333325,2.531859263562825,53.1142,63.3934,-0.05081971078976746,7.127346666666667,0.14366555776834222,6.8532,7.3323,0.0032195328142379624,2.4978166666666666,0.22539377702639052,2.0225,3.1852,0.015809721913236843
compressor-0001,failure,70,99,FAILURE,60.466499999999996,2.8580709862889457,53.1142,65.152,-0.016395061179089714,7.100146666666666,0.17615107480669984,6.755,7.4249,-0.0035618687430479874,2.7083333333333335,0.3261676780771237,2.0225,3.2925,0.029334282536151217
compressor-0001,failure,80,109,FAILURE,61.342706666666665,3.4856500206736505,53.1142,66.8175,0.25363911012235657,6.94335,0.2929906047981744,6.1952,7.4249,-0.02310791991101245,2.92421,0.3814911850008246,2.276,3.6395,0.02547419354838705
compressor-0001,failure,90,119,FAILURE,62.02927999999999,2.649763899721382,56.8185,66.8175,-0.016285873192438145,6.654999999999999,0.3749280126459834,5.915,7.4249,-0.03687537263626275,3.1093599999999997,0.34321390667240353,2.276,3.6395,0.01900671857619573
compressor-0001,failure,100,129,FAILURE,63.866703333333334,3.6135143898503506,57.128,70.8766,0.16902947719688446,6.30164,0.3635553085845398,5.5403,6.9401,-0.03527626251390455,3.269493333333334,0.3709608846705479,2.276,3.8122,0.027011612903225703
compressor-0001,failure,110,139,FAILURE,65.37633666666666,4.222836049977419,57.128,70.8766,0.40578814238042143,5.9726366666666655,0.3287529077015475,5.3289,6.6032,-0.0300933704115686,3.4807,0.30808980617129583,2.8696,3.9333,0.023870300333704048
compressor-0001,failure,120,149,FAILURE,67.68429333333333,2.1336109606225997,62.0234,70.8766,0.04779555061179027,5.848789999999999,0.2623483464784941,5.3289,6.4353,-0.003773681868743188,3.6743799999999998,0.2872295300510261,3.0057,4.21,0.014932013348164517
compressor-0001,failure,130,159,FAILURE,68.74273666666666,2.2670408660459183,65.1407,74.1834,0.10505194660734081,5.8547433333333325,0.2788701749121903,5.3289,6.3856,0.012140800889877464,3.8207199999999992,0.2991770171654233,3.3548,4.5351,0.010584649610678456
compressor-0001,failure,140,169,FAILURE,70.97076666666666,3.8225674895575383,65.1407,76.6953,0.4007150611790867,5.893963333333333,0.2643234274940877,5.2744,6.3856,-0.0074176418242494135,4.022993333333334,0.34806191779943724,3.3982,4.7634,0.02798843159065615
compressor-0001,failure,150,179,FAILURE,72.29688666666667,3.495018455815203,65.2056,77.0748,0.0474523248053374,5.720833333333332,0.3563158601889934,5.0621,6.3856,-0.031773481646273694,4.38739,0.4850849872960407,3.3982,5.2032,0.048015817575083324
compressor-0002,failure,0,29,DEGRADATION,50.66192,1.5469301779977016,47.8109,54.1289,-0.0864854727474985,7.948973333333332,0.2906140509717694,7.5005,8.4836,-0.021730545050055977,1.60303,0.18363436706310357,1.1829,1.8726,-0.014207541713014502
compressor-0002,failure,10,39,DEGRADATION,51.20909666666666,2.0590240378203992,47.8109,55.0194,0.061881802002223776,7.8475100000000015,0.1952426769433364,7.5005,8.3655,-0.0022820244716352652,1.6282133333333335,0.23395690020932391,1.1829,2.1195,0.01540880978865403
compressor-0002,failure,20,49,DEGRADATION,52.37798666666667,2.4600475001827817,47.8109,56.6953,0.261783537263625,7.671616666666666,0.2739266520844992,6.9221,8.1879,-0.017709432703003552,1.8035700000000001,0.2887593163287838,1.1829,2.1866,0.02896847608453834
compressor-0002,failure,30,59,DEGRADATION,53.8368,1.4081682960498718,50.4311,56.6953,0.07546184649610518,7.391920000000001,0.45710436401329624,6.5812,8.1879,-0.05032249165739714,2.04395,0.19535592261306023,1.5416,2.38,0.018435127919910966
compressor-0002,failure,40,69,DEGRADATION,55.329566666666665,1.632516550673292,51.934,58.3434,0.11817130144604959,7.087343333333334,0.2743394803078032,6.5812,7.6304,-0.0200651167964407,2.285733333333333,0.23961558009074088,1.9707,2.7841,0.0245870522803114
compressor-0002,failure,50,79,FAILURE,56.283240000000006,2.12693260143961,51.934,61.5036,0.15727194660734084,6.924733333333333,0.17873821701645745,6.3842,7.2163,-0.0011365962180202006,2.5041766666666665,0.24795396842066386,1.9707,2.9581,0.025735372636262452
compressor-0002,failure,60,89,FAILURE,57.845833333333324,1.9853565912002362,54.9627,63.484,0.05806042269187866,6.744023333333334,0.3435038676961618,5.9742,7.2163,-0.028977285873192597,2.732733333333334,0.19189741935616422,2.4121,3.3722,0.016672703003336987
compressor-0002,failure,70,99,FAILURE,58.34754000000001,1.9824687823687581,54.9627,63.484,0.045358086763068496,6.6587,0.3010731815799387,5.9742,7.2163,-0.0073290767519468124,2.9665733333333337,0.29520380297158927,2.609,3.7162,0.02841428253615122
compressor-0002,failure,80,109,FAILURE,60.12804333333335,2.9577532553931687,55.291,66.4969,0.22418040044493728,6.495943333333334,0.2447359198310611,5.9742,6.9709,0.002032280311457008,3.2012166666666664,0.34285217036242055,2.6811,3.8886,0.030457953281423776
compressor-0002,failure,90,119,FAILURE,60.250710000000005,2.601378279470327,57.2461,66.4969,0.02326088987764133,6.34657,0.4078765909357061,5.4817,6.9709,-0.04113101223581779,3.25086,0.31048626443048977,2.6508,3.8886,-0.009196484983314884
compressor-0002,failure,100,129,FAILURE,62.667303333333344,4.088677008151767,57.3409,71.6728,0.19700282536151117,6.26083,0.3543230203735946,5.4817,6.8197,0.0026217797552835066,3.30166,0.39262936857380737,2.6508,4.1434,0.005480311457174575
compressor-0002,failure,110,139,FAILURE,65.49011333333334,5.810959260038073,57.3409,75.9162,0.602778197997775,6.023606666666666,0.4824018594030869,5.1564,6.8197,-0.014750211345940052,3.33473,0.4270647898933681,2.6508,4.2297,0.02092843159065623
compressor-0002,failure,120,149,FAILURE,69.46292999999999,3.780198391103303,59.8068,75.9162,0.2637226473859835,5.764170000000002,0.6496126395270748,4.6985,6.8197,-0.06192438264738612,3.6589900000000006,0.43739692755360465,2.7238,4.2394,0.028325895439376973
compressor-0002,failure,130,159,FAILURE,69.88332999999999,2.721238501632422,64.5181,75.9162,-0.20085492769744348,5.36662,0.39447018932571654,4.6985,6.49,-0.01932907675194672,3.969083333333333,0.4386480898422131,2.8968,4.7685,0.03686614015572853
compressor-0002,failure,140,169,FAILURE,69.59446999999999,2.457025515014716,64.5181,74.7999,-0.009142536151281659,5.294486666666668,0.26721566038605515,4.6985,5.9053,0.0189375750834259,4.3867433333333326,0.3827682594672076,3.5543,5.2014,0.04050956618464958
compressor-0002,failure,150,179,FAILURE,69.99658000000001,2.624024284364254,64.5181,74.9295,0.22364533926584942,5.126836666666666,0.45504921527481207,4.2146,5.9053,-0.03407334816462739,4.618113333333333,0.2765842195225333,4.074,5.2014,0.019316262513904264
compressor-0003,failure,0,29,NORMAL,50.524053333333335,1.5613146075734452,47.6727,53.1621,-0.05073067853170313,8.01378,0.1860658815222894,7.7411,8.3238,-0.01724253615127926,1.5512866666666665,0.1987719710846801,1.2401,2.0807,-0.01150478309232487
compressor-0003,failure,10,39,DEGRADATION,51.60946333333334,2.1375955079611186,47.6727,55.441,0.09021341490545025,7.972636666666668,0.1461471757814322,7.7411,8.2358,0.005350055617352417,1.5311533333333331,0.1783063613247965,1.2401,2.1329,0.011985228031145703
compressor-0003,failure,20,49,DEGRADATION,53.01978333333333,3.0440634693430564,47.6727,57.1939,0.3129312347052267,7.894446666666667,0.2306124436268682,7.3349,8.2358,-0.01233926585094576,1.7121433333333331,0.2568868138348526,1.2401,2.2794,0.020246162402669608
compressor-0003,failure,30,59,DEGRADATION,54.53436000000001,1.4993295418508463,50.5141,57.1939,0.009784338153502062,7.669513333333333,0.40104571703928643,6.973,8.2358,-0.04385890989988895,1.92023,0.24567904421555095,1.4425,2.4292,0.018151078976640683
compressor-0003,failure,40,69,DEGRADATION,56.1622,2.199880723584804,52.7238,59.7368,0.12352008898776205,7.47851,0.263461962276657,6.973,8.0395,-0.011403047830923451,2.230366666666667,0.33066685584672006,1.6382,2.8194,0.02894126807563956
compressor-0003,failure,50,79,DEGRADATION,57.55129333333332,2.94263784893003,52.7238,62.1103,0.2846619799777519,7.339963333333334,0.19896074903245506,6.973,7.7483,-0.0007693659621803143,2.4677400000000005,0.3017798895442394,1.8827,2.8278,0.02782473859844264
compressor-0003,failure,60,89,FAILURE,58.749430000000004,1.8195799766521215,54.655,62.1103,-0.04394324805339434,7.067973333333333,0.5153922932636417,5.9947,7.7483,-0.05558763070077884,2.7232300000000005,0.17696858883240646,2.1813,3.0558,0.013345606229143426
compressor-0003,failure,70,99,FAILURE,59.88858666666666,2.822398910351894,54.655,65.8108,0.12287652947719607,6.730790000000001,0.4321496865284837,5.9947,7.539,-0.035718375973303816,2.7694199999999998,0.15440654865214318,2.4664,3.0558,0.005138197997775265
compressor-0003,failure,80,109,FAILURE,60.95938999999999,3.2637968345011927,54.655,65.8108,0.3210935483870952,6.4675400000000005,0.22241141847186413,5.9622,6.8745,0.0010442269187985877,2.83308,0.15758194989697688,2.4672,3.0773,0.0006184649610677976
compressor-0003,failure,90,119,FAILURE,61.74403666666667,2.4244435721052007,57.0398,65.8108,-0.08749199110122452,6.377760000000001,0.2841199507250415,5.6389,6.8745,-0.020199733036707496,2.891563333333333,0.287170422668414,2.463,3.7142,0.01673888765294768
compressor-0003,failure,100,129,FAILURE,61.853316666666665,2.392395493932576,57.0398,66.5428,-0.02891339265851051,6.177349999999999,0.3220185230179573,5.5845,6.8745,-0.028594238042269255,3.1464733333333332,0.37648725337726313,2.463,3.7142,0.03214531701890986
compressor-0003,failure,110,139,FAILURE,62.62718666666667,3.126665453347314,57.0398,68.3062,0.2962184204671847,5.942436666666667,0.2426020396772368,5.519,6.3108,-0.01738849833147952,3.37196,0.34644816216378843,2.463,3.9095,0.027540066740823065
compressor-0003,failure,120,149,FAILURE,64.94733666666666,2.8604622809939118,58.163,69.8531,0.20396273637374643,5.813093333333333,0.20514383236050637,5.4201,6.2509,-0.00951426028921032,3.621066666666666,0.18463480230504278,3.262,3.9971,0.012055973303670645
compressor-0003,failure,130,159,FAILURE,65.61032666666668,1.9503590308681344,62.5329,69.8531,-0.0834532146829833,5.765403333333333,0.18348905413917452,5.3396,6.1493,-0.0008504338153504919,3.9228099999999997,0.3993791334475718,3.3106,4.6087,0.04091219132369292
compressor-0003,failure,140,169,FAILURE,66.63051,2.5566878005667153,62.5329,71.4792,0.08323548387096612,5.737783333333334,0.2560287719291634,5.2517,6.2097,-0.004636907675194759,4.238606666666667,0.3740129649565046,3.5848,5.174,0.03264044493882087
compressor-0003,failure,150,179,FAILURE,67.35397333333334,2.5092647314745844,62.5329,71.4792,0.19134887652947513,5.628336666666667,0.3004460999728386,5.002,6.2097,-0.01661919911012242,4.357793333333333,0.27975205204291576,3.6143,5.174,-0.011559644048943357
compressor-0003,failure,160,189,FAILURE,69.01068000000001,1.6302346561972798,66.8948,73.0817,0.0475905672969941,5.436843333333333,0.32169518148223625,4.8895,6.2097,-0.02298849833147945,4.549056666666668,0.46617208602498816,3.6143,5.5004,0.02655365962180196
compressor-0004,degrading,0,29,NORMAL,51.85663666666667,1.8787750263550864,47.492,54.7797,-0.151544849833149,8.05615,0.27431713733074237,7.5668,8.577,-0.015722602892102453,1.45661,0.174148624934757,1.067,1.9267,-0.008997486095661878
compressor-0004,degrading,10,39,NORMAL,51.49808000000001,1.860368972972835,47.492,54.1925,-0.046190834260289894,8.07122,0.2807887953604986,7.5668,8.577,-0.00034918798665191955,1.4955566666666664,0.19047168938074643,1.067,1.8276,0.01581822024471634
compressor-0004,degrading,20,49,NORMAL,51.51466999999999,2.050625448840752,47.492,56.3085,0.12343023359287977,7.9832633333333325,0.22731060758843216,7.5668,8.404,0.006839621802002053,1.5486133333333332,0.18535892880810698,1.067,1.8276,0.008008364849833114
compressor-0004,degrading,30,59,DEGRADATION,52.16966000000001,1.4712255044916354,49.1121,56.3085,-0.004989543937709848,7.95559,0.23585476654076748,7.6832,8.404,-0.022213770856507338,1.680923333333333,0.18652098306148354,1.2463,2.1179,0.005553837597330346
compressor-0004,degrading,40,69,DEGRADATION,52.783170000000005,1.5020529149911244,50.6739,56.3085,0.03456696329254672,7.88842,0.20257003463822912,7.6707,8.3466,0.0024946384872079536,1.779566666666667,0.24452602497257608,1.2463,2.1377,0.022381535038932112
compressor-0004,degrading,50,79,DEGRADATION,54.16645666666667,2.3872901003276126,50.6739,58.6471,0.25001862068965497,7.828176666666667,0.20075478023919854,7.5149,8.3466,0.002271479421579416,1.8740733333333337,0.17564047926248538,1.4861,2.1377,0.0036075639599554795
compressor-0004,degrading,60,89,DEGRADATION,55.30031999999999,1.7276355496072273,51.1867,58.6471,0.06686051167964274,7.7720899999999995,0.24301434162068167,7.4647,8.3466,-0.0184866073414907,1.9665833333333333,0.17866528311031463,1.6586,2.3156,0.0041146384872079176
compressor-0004,degrading,70,99,DEGRADATION,55.43380333333332,1.551383390500949,52.5036,58.6471,-0.1345383537263639,7.6521,0.18280469724088966,7.3522,8.0627,-0.004540066740823457,2.0348433333333333,0.2210586026122686,1.6586,2.4268,0.0188033147942158
compressor-0004,degrading,80,109,DEGRADATION,55.20125666666668,1.5614562862241412,52.5036,58.5424,0.049985517241377696,7.615756666666668,0.22647456028339152,7.1802,8.0534,0.0032439822024470277,2.098463333333333,0.18299181854814042,1.714,2.4268,0.00026992213570626103
compressor-0004,degrading,90,119,DEGRADATION,55.12900000000001,1.4610866764158783,52.584,58.5424,0.040187230255839236,7.469916666666665,0.33716312281874605,6.8952,8.0534,-0.024698843159065904,2.0251633333333334,0.20560289797460432,1.6257,2.4268,-0.018179644048943344
compressor-0004,degrading,100,129,DEGRADATION,56.03639333333333,1.8049890283938625,52.2086,59.5556,0.05026585094549362,7.372299999999998,0.3121386860569086,6.8952,8.0534,-0.01504938820912142,2.0333233333333336,0.2335323713225975,1.6257,2.6204,0.009811457174638459
compressor-0004,degrading,110,139,DEGRADATION,56.71559666666666,2.019444328601861,52.2086,60.1705,0.1854932369299215,7.241453333333334,0.18220944859022967,6.8952,7.6001,0.007232213570633968,2.1649966666666667,0.2987035737799079,1.6257,2.7735,0.02411535038932144
compressor-0004,degrading,120,149,DEGRADATION,57.570636666666665,1.6081289567865995,52.2086,60.1705,0.05524807563959864,7.1798399999999996,0.24646742394618132,6.7485,7.6001,-0.016837775305895558,2.2468266666666667,0.21260750211494314,1.9032,2.7735,-0.006299310344827647
compressor-0004,degrading,130,159,DEGRADATION,57.63317,0.9888689930589053,55.9708,60.1705,-0.06037417130144748,7.082283333333335,0.22252398534889573,6.7015,7.5193,-0.008428587319243813,2.2751666666666663,0.19653679610246583,1.9283,2.7735,-0.004885606229143559
compressor-0004,degrading,140,169,DEGRADATION,58.28575,1.6368947852056144,55.9708,61.8922,0.12131250278086675,7.028256666666666,0.18973277819665793,6.7015,7.4299,0.00988077864293646,2.3145800000000003,0.21779697334903442,1.9283,2.7393,0.02096783092324803
compressor-0004,degrading,150,179,DEGRADATION,59.14866666666667,1.9006064218793146,55.9708,62.5646,0.11476133481646163,7.040353333333332,0.17394459219980232,6.7015,7.4299,-0.0025709010011125497,2.4328333333333334,0.16500939434535908,2.0925,2.7664,0.008110122358175695
compressor-0004,degrading,160,189,DEGRADATION,59.92958,1.5427097710198119,57.4123,62.8317,-0.04291110122358385,7.107479999999999,0.17265507502918442,6.8198,7.4617,0.007081334816462478,2.606476666666666,0.2163055303397385,2.1947,3.0016,0.015421423804226847
compressor-0004,degrading,170,199,DEGRADATION,60.68689,2.076391149462612,57.4123,64.68,0.10253021134593827,7.157546666666667,0.22522474957744365,6.7693,7.6115,0.009116974416017734,2.65257,0.22355959705039127,2.1947,3.0016,0.010624849833147895
compressor-0005,degrading,0,29,NORMAL,53.94921000000001,1.5057622792348948,51.5513,56.8642,-0.13436460511679715,8.105466666666667,0.25360010164736835,7.679,8.5532,-0.020372235817575152,1.5263466666666665,0.192525611687265,1.2026,1.9093,-0.0070563292547275005
compressor-0005,degrading,10,39,NORMAL,53.16232333333334,1.2047986865539908,51.1897,55.9046,-0.07578711902113569,8.091469999999997,0.2316271920565459,7.679,8.4482,0.017021468298108963,1.5625566666666664,0.2201732086083338,1.2026,1.9093,0.014632102335928761
compressor-0005,degrading,20,49,NORMAL,53.08795666666666,1.0333284204238047,51.1897,54.9719,0.08691615127919797,8.16788,0.1997699984148437,7.679,8.4482,0.013086184649610526,1.6211633333333333,0.17542557108041257,1.2201,1.9093,0.005045272525027774
compressor-0005,degrading,30,59,NORMAL,53.56193666666666,0.9673738872098806,51.1897,55.1329,0.031293815350388304,8.19619,0.15248362174345154,7.8301,8.4482,-0.012670055617352599,1.6369033333333332,0.1391674063453397,1.3516,1.8741,-0.010272369299221373
compressor-0005,degrading,40,69,DEGRADATION,53.89672333333333,1.0224473214411691,51.7993,56.0308,-0.0006497219132381084,8.135983333333332,0.12182787607476747,7.8301,8.3309,-0.0007584204671860082,1.7086966666666668,0.21858693691272793,1.3516,2.0764,0.017352013348164594
compressor-0005,degrading,50,79,DEGRADATION,54.56718333333333,1.5478100960353272,51.7993,57.4908,0.11923730812013271,8.039763333333335,0.16696915779734753,7.6763,8.3226,-0.006413459399332908,1.7937500000000002,0.2101123965087893,1.3516,2.1128,0.013913882091212446
compressor-0005,degrading,60,89,DEGRADATION,54.22276999999999,1.8430733479978485,51.1684,57.4908,-0.0265366184649617,7.83303,0.3437343268184505,7.1113,8.3226,-0.03550591768631838,1.887516666666667,0.13256534258830838,1.6073,2.1128,-0.006400022246941061
compressor-0005,degrading,70,99,DEGRADATION,55.15177666666666,2.0753177357830173,51.1684,58.9967,0.0463356840934366,7.71974,0.2732104068296081,7.1113,8.1946,-0.005772369299221685,1.9533133333333335,0.2085147904159852,1.6073,2.3932,0.015104338153503849
compressor-0005,degrading,80,109,DEGRADATION,55.32311,2.1521039532435835,51.1684,58.9967,0.1873971746384861,7.71239,0.252303090679973,7.1113,8.0491,0.020551924360400303,2.070333333333333,0.21563737049861179,1.6073,2.3932,0.01803003337041153
compressor-0005,degrading,90,119,DEGRADATION,56.708216666666665,0.9228911420398149,55.2316,58.9967,0.002725272525026376,7.774076666666668,0.1842118412468524,7.3827,8.0491,-0.007994327030033629,2.14004,0.1519846781751371,1.8265,2.3932,-0.005731746384872116
compressor-0005,degrading,100,129,DEGRADATION,56.973780000000005,1.4438173461118042,54.894,61.0112,0.04525308120133367,7.767226666666665,0.1615878541915271,7.3827,8.0376,-0.0035627586206897688,2.19973,0.19623620146819667,1.8265,2.6154,0.007359488320355915
compressor-0005,degrading,110,139,DEGRADATION,58.49571999999999,2.4613108033999542,54.894,62.606,0.20423412680756275,7.676246666666667,0.22896328487821407,7.0366,8.0522,-0.000948876529477435,2.18015,0.22508035861294814,1.7359,2.6154,0.004220088987764134
compressor-0005,degrading,120,149,DEGRADATION,58.035333333333334,3.1356937451791356,52.0862,62.606,-0.10269294771969023,7.616893333333334,0.2553007101874615,7.0366,8.0522,-0.019472925472747673,2.1796099999999994,0.2542032786964008,1.5698,2.6154,-0.01182609566184654
compressor-0005,degrading,130,159,DEGRADATION,57.87332333333333,3.0998843467333135,52.0862,62.606,-0.21328985539488404,7.4748333333333346,0.2558273132842195,7.0366,8.0522,-0.011743581757508604,2.2860999999999994,0.34326769243065486,1.5698,2.8754,0.023290278086763025
compressor-0005,degrading,140,169,DEGRADATION,57.47302333333334,2.7190811996804283,52.0862,62.0618,0.1746535928809769,7.383476666666667,0.19846377785939226,7.0278,7.8114,-0.004481446051168208,2.3535366666666673,0.3324520802394768,1.5698,2.8754,0.014547030033370326
compressor-0005,degrading,150,179,DEGRADATION,58.40399000000001,1.9214518081128134,52.9557,62.0618,0.04700843159065461,7.284766666666667,0.21886822265666814,7.0278,7.8114,-0.011065895439377327,2.384356666666667,0.277943641389561,1.781,2.8754,-0.026772614015572894
compressor-0005,degrading,160,189,DEGRADATION,59.010793333333346,1.588244874472727,56.3322,62.0618,-0.06092369299221546,7.255599999999999,0.19663936194634749,6.9824,7.8114,-0.0034690989988879098,2.2950999999999997,0.1983631400571521,1.781,2.6141,0.0009246273637374136
compressor-0005,degrading,170,199,DEGRADATION,59.19840999999999,1.5994346545680866,56.3322,62.6923,0.11926542825361358,7.309326666666666,0.2354882812842759,6.9824,7.8402,0.01634500556173509,2.296466666666667,0.15916181982149138,1.9555,2.5586,0.009643248053392608
compressor-0005,degrading,180,209,DEGRADATION,59.872926666666665,1.5287121900330214,56.3322,62.7016,0.07612467185761833,7.288959999999999,0.2517196649714388,6.8847,7.8402,-0.0106902780867632,2.4235166666666665,0.139463369344387,2.0883,2.7103,0.005754371523915422
compressor-0005,degrading,190,219,DEGRADATION,59.71531666666667,1.368422847437476,57.3957,62.7016,-0.10337216907675319,7.173813333333333,0.3200053653022434,6.5978,7.8402,-0.025705717463848875,2.5322966666666664,0.20319913957057556,2.0883,2.9272,0.01826769744160172
compressor-0005,degrading,200,229,DEGRADATION,59.927033333333334,1.522988540629538,57.3957,62.7016,0.04125081201334683,7.082896666666667,0.2196376857210276,6.5978,7.4772,0.00702689655172401,2.697196666666666,0.20385114419322964,2.2594,3.0176,0.016049232480533887
compressor-0005,degrading,210,239,DEGRADATION,60.11919666666666,1.5859273370246891,57.3957,62.4927,0.1091168186874297,7.068030000000002,0.2354126025371907,6.5978,7.4772,0.00282903225806431,2.677326666666667,0.20917014594715844,2.2689,3.0176,-0.01333236929922145
compressor-0006,failure,0,29,DEGRADATION,51.154439999999994,1.0329842030415244,49.342,53.1086,0.023302869855393163,8.099903333333334,0.13711807924396968,7.8865,8.3689,-0.002635261401557456,1.6312366666666667,0.15572508571910373,1.3892,2.0544,-0.0029208231368187242
compressor-0006,failure,10,39,DEGRADATION,52.56233666666667,2.169057230147594,49.7021,57.6485,0.16195730812013262,8.05499,0.1410095087810275,7.5719,8.3689,-0.006223915461624172,1.7791733333333333,0.2629503615175728,1.3892,2.2702,0.015765561735261377
compressor-0006,failure,20,49,DEGRADATION,54.42941666666666,2.917118864917155,50.1587,59.0197,0.2650333926585085,7.832846666666666,0.3229064805103106,7.1907,8.2512,-0.030485294771969016,1.8629566666666664,0.26607593738546814,1.3892,2.297,0.02024375973303666
compressor-0006,failure,30,59,DEGRADATION,55.50111999999999,2.0568372464214724,51.455,59.0197,-0.008145494994439789,7.504346666666666,0.40348685623642766,6.876,8.2512,-0.041707719688542984,2.0878433333333337,0.2487700004466419,1.7679,2.7337,0.01200011123470517
compressor-0006,failure,40,69,FAILURE,55.970936666666674,1.8047488160375353,53.0263,59.0197,-0.03814622914349459,7.183326666666667,0.21883749211585188,6.8596,7.5462,-0.016754349276974525,2.345873333333334,0.4278568389335646,1.7985,3.1376,0.04101668520578415
