session_id,scenario,window_start,window_end,state,pressure_mean,pressure_std,pressure_min,pressure_max,pressure_trend,flow_rate_mean,flow_rate_std,flow_rate_min,flow_rate_max,flow_rate_trend,vibration_mean,vibration_std,vibration_min,vibration_max,vibration_trend
pump-0000,failure,150,179,FAILURE,3.117316666666667,0.3427390378342618,2.6681,3.7897,-0.00847966629588435,62.06613333333334,6.579344970756757,51.4676,77.3451,-0.3576655839822047,3.9182766666666664,0.31564398265908516,3.3253,4.5401,0.016687319243603903
pump-0000,failure,160,189,FAILURE,3.0802066666666663,0.2989518890315891,2.6681,3.7897,0.02016596218020015,59.71938333333333,3.912638778632082,51.4676,66.2871,0.21750342602891887,4.00365,0.309629675311223,3.3971,4.5401,0.011546407119021093
pump-0000,failure,170,199,FAILURE,2.958513333333333,0.4185942098129033,2.2487,3.7897,-0.024768409343715325,59.116730000000004,4.50615023970203,50.1354,66.2871,-0.33297377085650826,4.148916666666667,0.31486426925828775,3.5034,4.5897,0.008878064516128865
pump-0000,failure,180,209,FAILURE,2.7782700000000005,0.39150870330896437,2.2487,3.5257,-0.02814062291434937,57.74133666666666,3.8944491585232206,50.1354,66.2864,-0.19667312569521936,4.311636666666667,0.37990212553878777,3.5149,5.3798,0.03194427141268068
pump-0001,failure,0,29,DEGRADATION,4.576366666666667,0.15047715072026346,4.3113,4.9016,-0.008990077864293709,89.49087333333333,2.174363965382879,86.4106,93.5446,-0.15847047830923455,1.5318399999999999,0.23450271867649353,1.0771,2.1021,-0.006268832035595117
pump-0001,failure,10,39,DEGRADATION,4.466393333333333,0.20164295001038074,4.0633,4.9016,-0.020299710789766466,87.78962666666665,1.8306533656836532,83.6427,92.2886,-0.13104978865406197,1.65859,0.3610299926137255,1.0771,2.3343,0.031499065628476056
pump-0001,failure,20,49,DEGRADATION,4.2797133333333335,0.13665317104098085,4.0633,4.4816,-0.013343359288098008,86.88978666666668,1.6173291703161576,82.8512,89.2012,-0.08236298109010114,1.8625033333333332,0.2859881588263557,1.1951,2.3343,0.021837041156840903
pump-0001,failure,30,59,DEGRADATION,4.134766666666667,0.16869381599678024,3.608,4.3834,-0.015045116796440536,83.62193333333332,4.788162571337314,73.9181,89.2012,-0.4353221357063422,1.9651800000000001,0.1338247196895999,1.6797,2.3343,-0.01035755283648504
pump-0001,failure,40,69,DEGRADATION,3.9471366666666663,0.20514170303042287,3.608,4.2529,-0.020577997775305952,81.1537066666667,4.544318453698225,73.9181,89.024,-0.3669725472747511,2.09128,0.30325993844665117,1.6797,2.7453,0.02372324805339264
pump-0001,failure,50,79,FAILURE,3.8692333333333333,0.1708346751166818,3.608,4.1919,-0.004273815350389448,80.01358666666667,3.5064903973187906,73.9181,86.1425,0.21308133481646074,2.31582,0.38873882011791244,1.6797,2.9783,0.03941468298109008
pump-0001,failure,60,89,FAILURE,3.889043333333333,0.17812577145252054,3.651,4.2325,0.015564338153503837,78.80535333333333,4.33453406782731,71.1912,86.1425,-0.19264778642936842,2.5431866666666676,0.2505009896631593,2.0667,3.0843,0.0035759288097885933
pump-0001,failure,70,99,FAILURE,3.808010000000001,0.2834530994127013,3.1864,4.2325,-0.017747875417130184,76.13248999999999,5.909978254914874,66.0314,86.1425,-0.5653601557285878,2.4640733333333333,0.30512788786925976,1.794,3.0843,-0.024674616240267032
pump-0001,failure,80,109,FAILURE,3.7978899999999998,0.2849631781476338,3.1864,4.2325,-0.008111701890990124,72.91813333333333,4.043677532752691,64.8543,82.9765,-0.08596743047831047,2.60777,0.49019694555691934,1.794,3.6268,0.024302447163514953
pump-0001,failure,90,119,FAILURE,3.5937700000000006,0.3008697582565143,3.003,4.0929,-0.005486740823136919,71.82995333333335,3.7734157996642184,64.8543,79.1678,-0.0014782647385997133,2.7608166666666674,0.5026196727038138,1.794,3.6268,0.03545612903225796
pump-0001,failure,100,129,FAILURE,3.4647766666666673,0.3891642195640407,2.8807,4.0929,-0.03867641824249173,72.24463,3.7410162091023693,64.8543,79.1678,-0.03667668520578617,3.0798766666666664,0.3041535814719633,2.2815,3.6268,0.008382714126807495
pump-0001,failure,110,139,FAILURE,3.2425366666666666,0.25228790363832787,2.8807,4.027,-0.013837219132369367,68.42508,5.516043044030747,58.0154,77.2949,-0.4378612235817581,3.3105166666666666,0.4354443899308179,2.7505,4.2761,0.03887908787541708
pump-0001,failure,120,149,FAILURE,3.1715333333333335,0.15185701242360267,2.8807,3.4321,0.0077798887652947325,65.95873999999999,5.343081918992695,58.0154,77.2949,-0.3870286985539507,3.642163333333333,0.44186348833346956,2.9383,4.3393,0.041561490545049984
pump-0001,failure,130,159,FAILURE,3.1900533333333327,0.15061110125824795,2.9208,3.4321,-0.003071813125695274,62.34537000000001,2.9409373240686367,54.8846,68.5264,-0.006335951056731001,3.9866033333333335,0.35206143638417553,3.2304,4.5697,0.02151454949944375
pump-0001,failure,140,169,FAILURE,3.152333333333333,0.1888440579478799,2.7354,3.4321,-0.004220689655172514,60.85126333333332,3.8195872338498678,54.8846,68.5264,-0.2760773081201347,4.07572,0.2777168466862126,3.5929,4.5697,0.004282358175750782
pump-0001,failure,150,179,FAILURE,3.048063333333333,0.1890825278078919,2.6728,3.4311,-0.010972658509455026,58.041160000000005,3.792248956367009,51.5206,65.1604,-0.2980077864293682,4.304493333333334,0.38021733428249793,3.5929,5.0645,0.02493210233592865
pump-0001,failure,160,189,FAILURE,2.7849633333333332,0.35335040255939837,2.1759,3.4311,-0.033747919911012315,55.41153666666666,3.7943727516313186,45.0627,63.3554,-0.18969043381535117,4.513596666666667,0.43308529528129774,3.6057,5.3632,0.0382615572858731
pump-0002,failure,0,29,NORMAL,4.428326666666666,0.0898970037814881,4.2643,4.6178,-0.007379933259177065,90.16829000000001,3.4006820831856657,83.838,95.8415,-0.28158676307007985,1.5438133333333335,0.13783747853500836,1.2665,1.7728,0.0003072747497218854
pump-0002,failure,10,39,DEGRADATION,4.346453333333333,0.11195107482983609,4.154,4.6178,-0.010158576195773135,89.91709333333333,3.24097507775395,83.838,94.993,0.02401450500555989,1.6231566666666668,0.1893704776064339,1.2665,2.0411,0.010654705228031138
pump-0002,failure,20,49,DEGRADATION,4.3600666666666665,0.126074822581231,4.154,4.6376,0.008488275862068897,89.29511333333333,3.1578990746732583,83.838,94.6712,0.16836907675194487,1.7634000000000003,0.22546706485279247,1.3601,2.1849,0.019565072302558387
pump-0002,failure,30,59,DEGRADATION,4.306093333333334,0.20050443708030224,3.8669,4.6376,-0.005242758620689769,87.76880333333331,5.077175988314983,77.858,94.6712,-0.49227944382647676,1.8437700000000001,0.1689765548826227,1.5646,2.1849,0.0020112347052279912
pump-0002,failure,40,69,DEGRADATION,4.250546666666667,0.23511637080863215,3.8462,4.6376,-0.01987786429365972,84.14939000000001,4.662721394375464,77.3967,93.1659,-0.4288815795328172,1.9410199999999997,0.20274667510631747,1.5646,2.3972,0.00940289210233591
pump-0002,failure,50,79,DEGRADATION,4.120313333333333,0.1536097473759035,3.8462,4.5073,-0.005230967741935608,81.67805000000001,2.2417066194828728,77.3967,85.8984,0.027629566184647868,2.082346666666667,0.26740830420081485,1.5839,2.5534,0.026717997775305855
pump-0002,failure,60,89,DEGRADATION,4.01962,0.1473780770671133,3.686,4.2797,-0.01032066740823146,80.93598333333333,2.5064064044076244,72.8731,85.1942,-0.08073038932146899,2.296086666666666,0.21412145732945329,1.8291,2.6978,0.018439777530589507
pump-0002,failure,70,99,DEGRADATION,3.8373433333333336,0.25621961502239093,3.4011,4.2797,-0.02794569521690783,78.97815999999999,3.8789239544492227,71.3648,85.1942,-0.3205565294771984,2.4747966666666668,0.17042021101448684,2.1547,2.7893,0.01449670745272518
pump-0002,failure,80,109,FAILURE,3.692143333333333,0.18884888788540838,3.4011,4.0584,-0.0093457397107899,77.22822666666667,3.876141169508093,71.3648,85.0998,-0.06069317018910061,2.6025366666666665,0.27976600160769277,2.1099,3.2804,0.012028720800889828
pump-0002,failure,90,119,FAILURE,3.6933466666666663,0.18562106334022427,3.4011,3.9998,0.014741846496106657,78.38747666666667,4.604531623063187,71.3648,85.6537,0.4104135928809781,2.746236666666667,0.3160505270610311,2.1099,3.3149,0.01131116796440481
pump-0002,failure,100,129,FAILURE,3.7809899999999996,0.20133052484244246,3.3133,4.1052,0.002343781979977666,76.94709999999999,6.276255018400704,62.6757,85.6537,-0.29011510567297133,2.7465300000000004,0.353328795080918,2.0053,3.3149,-0.007201401557285963
pump-0002,failure,110,139,FAILURE,3.698423333333334,0.25335895442807804,3.2735,4.1052,-0.022268275862069097,74.44177999999998,7.0686539359532,62.6757,85.6537,-0.6500237597330392,3.034636666666667,0.5390356144593376,2.0053,4.23,0.040300800889877635
pump-0002,failure,120,149,FAILURE,3.6454733333333333,0.2389113084156732,3.2735,4.1052,-0.005226963292547392,70.27199333333333,3.853704755940128,62.6757,79.7479,-0.0648929922135727,3.2998366666666668,0.5698146233547264,2.0053,4.23,0.04830209121245818
pump-0002,failure,130,159,FAILURE,3.4598033333333333,0.2710409741267094,2.715,3.9049,-0.010119844271412807,71.00582000000001,3.2645306685035145,64.6018,77.5087,0.1725418909899874,3.5084033333333338,0.34443315798892277,2.9638,4.23,-0.013231256952169155
pump-0002,failure,140,169,FAILURE,3.3410199999999994,0.3316903670594008,2.715,3.9049,-0.02988769744160183,70.32386666666666,3.2831663647900773,63.2606,76.3459,-0.11244378197998024,3.2894999999999994,0.3981382331134083,2.4199,4.0965,-0.02884876529477206
pump-0002,failure,150,179,FAILURE,3.1384033333333337,0.2155488706895853,2.715,3.6459,-0.009122424916574097,69.85705,3.80186743296414,60.5349,76.3459,-0.2186262736373757,3.3681566666666662,0.5095988053906284,2.4199,4.6583,0.03727245828698552
pump-0002,failure,160,189,FAILURE,3.185393333333333,0.22815273237217407,2.758,3.7798,0.0131404226918798,66.22907333333335,4.187395590016412,59.6775,74.6209,-0.2931379310344849,3.6580500000000002,0.5951749186863752,2.4199,4.6583,0.05942627363737483
pump-0002,failure,170,199,FAILURE,3.13778,0.2838828307594526,2.6388,3.7798,-0.011682758620689758,64.1631,4.605131643938098,53.7008,74.6209,-0.41448703003337145,4.078720000000001,0.31927983379265695,3.5335,4.9291,0.020082491657397013
pump-0002,failure,180,209,FAILURE,3.0384133333333336,0.3245431966455142,2.5992,3.7798,-0.026559466073414983,62.674483333333335,2.61669745787616,53.7008,67.9441,0.08115957730811757,4.184983333333333,0.2440700105616328,3.7155,4.9291,0.006502669632925344
pump-0002,failure,190,219,FAILURE,2.9006933333333333,0.2349311798993247,2.5992,3.372,-0.0027088765294772405,62.384726666666666,3.217031296804901,53.7008,67.9441,-0.02584662958843251,4.232966666666667,0.23936958639077122,3.8163,4.9291,0.0048016017797551675
pump-0002,failure,200,229,FAILURE,2.834426666666667,0.22945632980785008,2.4285,3.298,-0.005021401557285917,61.003816666666665,4.231201304758366,52.3201,67.9441,-0.2821828031145725,4.295473333333333,0.23014968163253144,3.8163,4.7991,0.007725561735261336
pump-0002,failure,210,239,FAILURE,2.704493333333333,0.29207653213194346,2.2489,3.298,-0.02690082313681878,59.588023333333346,3.882896535807887,52.3201,67.0453,-0.03202244716351532,4.499163333333334,0.3131033913191545,3.962,5.1446,0.027416974416017786
pump-0002,failure,220,249,FAILURE,2.5154666666666676,0.20220969039313844,2.1632,2.986,-0.013881646273637449,57.642689999999995,4.182298938968853,50.6046,66.2693,-0.10583615127920064,4.724859999999999,0.3065358713103574,4.1291,5.3102,0.02351862068965506
pump-0003,healthy,0,29,NORMAL,4.511849999999999,0.16538186871601135,4.1956,4.8147,-0.0102003781979979,88.14332666666665,2.4906619953917652,83.2965,93.527,-0.1917796218020045,1.4531400000000003,0.19524295053428517,1.1078,1.9963,-0.011500244716351542
pump-0003,healthy,10,39,NORMAL,4.482643333333333,0.15182776575961188,4.1956,4.7316,-0.0041054282536152195,88.14174000000001,2.5684301440893162,83.2965,93.527,-0.012656507230257501,1.4582766666666669,0.18250894349471086,1.1078,1.8317,0.013409276974415973
pump-0003,healthy,20,49,NORMAL,4.502273333333333,0.13142815257352164,4.2264,4.7169,0.012632614015572778,88.91725666666667,2.698557481283082,83.2965,93.1963,0.22785172413792998,1.5242700000000002,0.17523001673990296,1.1644,1.8317,0.009170567296996628
pump-0003,healthy,30,59,NORMAL,4.5410666666666675,0.10531234601043796,4.3196,4.7169,-0.0012985984427142485,89.047,2.4212427770327647,84.1481,93.1963,-0.14157806451613134,1.5280133333333334,0.16874457963311165,1.2062,1.8317,-0.013540022246941072
pump-0003,healthy,40,69,NORMAL,4.5023599999999995,0.12349629306177569,4.2884,4.7169,-0.009829454949944503,87.53652666666669,3.220655371083483,81.7577,93.1963,-0.2991679644048951,1.4319600000000001,0.13494861145389137,1.2062,1.7655,-0.006338954393770895
pump-0003,healthy,50,79,NORMAL,4.4704,0.10410163303234013,4.2884,4.6563,0.0005288542825360503,86.61175666666666,2.1646580135875713,81.7577,89.8235,0.11072051167964152,1.4102500000000002,0.11911419660700959,1.1296,1.6995,0.004896307007786378
pump-0003,healthy,60,89,NORMAL,4.464283333333333,0.09775988639973404,4.2884,4.6563,0.003365583982202409,86.56086,2.346619115607245,81.7577,89.8235,0.06859385984426909,1.4120200000000003,0.12616178872120248,1.1296,1.6995,0.0008862736373748286
pump-0003,healthy,70,99,NORMAL,4.48452,0.0829578865047401,4.3165,4.6563,-0.003956840934371667,86.88368666666666,2.738572721538641,81.8809,90.9885,-0.08958068965517502,1.3974266666666668,0.1471901399173494,1.1296,1.6995,-0.005212502780867667
pump-0003,healthy,80,109,NORMAL,4.49518,0.07242268245055083,4.3684,4.6085,0.004428209121245709,87.00724999999998,2.9628848728618093,81.8809,92.0718,0.1443860066740801,1.4414133333333337,0.17427393137114786,1.1624,1.8834,0.013015439377085632
pump-0003,healthy,90,119,NORMAL,4.565756666666667,0.11169616132864883,4.3684,4.8202,0.009605228031145554,88.85853333333333,3.425794908760431,81.8809,93.1549,0.2982571746384861,1.5052933333333336,0.17190939073309003,1.1624,1.8834,0.011124671857619553
pump-0003,healthy,100,129,NORMAL,4.499276666666666,0.1922613441530969,4.1582,4.8202,-0.015155661846496284,88.81115999999999,2.959020401934847,83.7724,93.1549,-0.17772694104560882,1.5168766666666664,0.14500434633332737,1.2664,1.8834,-0.01121127919911018
pump-0003,healthy,110,139,NORMAL,4.4342,0.1994985864611577,4.1582,4.8202,-0.014497975528364883,88.70081666666667,2.9228707196958865,83.7724,93.1549,-0.1320038487208037,1.4860666666666669,0.12114810036571859,1.2664,1.7111,-0.0038643826473860033
pump-0003,healthy,120,149,NORMAL,4.4230133333333335,0.18240886442884907,4.1582,4.7289,0.01839839822024459,89.62952999999999,4.049875710780105,83.7724,96.4356,0.3853861846496093,1.5321266666666666,0.162109987217184,1.2664,1.8569,0.013135305895439342
pump-0003,healthy,130,159,NORMAL,4.496529999999999,0.14015394666817868,4.2126,4.7289,0.006185962180200093,90.11904,3.6456082339896767,83.789,96.4356,-0.08251114571746554,1.5539533333333333,0.1637362609673116,1.1463,1.8569,-0.0064473859844271725
pump-0003,healthy,140,169,NORMAL,4.504366666666666,0.1242312422684228,4.3083,4.7289,-0.011264382647386075,88.78374666666666,4.94071308130944,79.9789,96.4356,-0.4272566407119049,1.5618166666666666,0.17660521148092498,1.1463,1.8569,-0.008023604004449413
pump-0003,healthy,150,179,NORMAL,4.478836666666666,0.10627170047676018,4.3083,4.6784,0.005045139043381439,87.85867666666668,4.1005137909521645,79.9789,95.6592,0.252041802002222,1.4827033333333333,0.14116452454100814,1.1463,1.7541,0.0008173303670745248
pump-0003,healthy,160,189,NORMAL,4.479956666666667,0.128241825427155,4.2441,4.6789,0.002931056729699528,88.79803,4.321091835801843,79.9789,95.6592,0.26769078976640465,1.5009666666666668,0.11465136525814057,1.2842,1.7541,-0.0019490989988876718
pump-0003,healthy,170,199,NORMAL,4.4603600000000005,0.14455382296339775,4.2249,4.6789,-0.011477018909900038,88.74772,3.863338158242601,82.7429,95.6592,-0.33648204671857795,1.4497533333333337,0.09791684817004456,1.2381,1.625,-0.0049643604004449785
pump-0003,healthy,180,209,NORMAL,4.449936666666667,0.13976662568566064,4.2249,4.6806,0.0023250945494993707,87.68920666666666,3.383907572017231,82.7429,94.7629,-0.0733004671857645,1.4888000000000003,0.12469657306170581,1.2381,1.7339,0.0029937708565071944
pump-0003,healthy,190,219,NORMAL,4.529983333333334,0.17558401613535962,4.2249,4.7916,0.018092391546162285,88.45104333333335,3.6866698380049647,82.7429,94.0846,0.3619937931034453,1.5007999999999997,0.13327004164477477,1.2381,1.7339,0.005616907675194621
pump-0003,healthy,200,229,NORMAL,4.587916666666667,0.12335942359175033,4.4017,4.7916,-0.0009547274749722761,88.19485333333334,4.014492581446487,81.7296,94.0846,-0.19619225806451684,1.4885699999999997,0.14647244598672246,1.1766,1.7339,-0.011068809788654108
pump-0004,degrading,0,29,NORMAL,4.43136,0.16210239685663716,4.1512,4.6946,-0.013373214682981149,89.70103333333331,3.1041655383622095,84.555,94.8426,-0.2635198220244725,1.5976099999999998,0.17583254220991062,1.2759,1.8943,-0.011927808676307067
pump-0004,degrading,10,39,NORMAL,4.376990000000001,0.14654740382097076,4.1512,4.65,-0.005046251390433947,88.63067666666667,2.637815314192577,84.555,94.4207,-0.06099899888765495,1.5788466666666667,0.18654868307108352,1.2759,2.0142,0.0029726807563959477
pump-0004,degrading,20,49,DEGRADATION,4.43168,0.18380774992729038,4.1512,4.7573,0.018961824249165614,88.51415999999999,2.320825050077379,84.555,92.7401,0.19464222469410308,1.6144966666666665,0.18460875111675745,1.2759,2.0142,0.01584700778642933
pump-0004,degrading,30,59,DEGRADATION,4.424946666666666,0.20958157160293348,3.974,4.7573,-0.007871056729699817,87.84194,3.687234595972074,79.4147,92.7401,-0.21811132369299344,1.6741033333333333,0.1489267392228661,1.4455,2.0142,-0.001388498331479446
pump-0004,degrading,40,69,DEGRADATION,4.30525,0.28487009056761287,3.8486,4.7573,-0.030121846496106858,86.46425666666666,3.7568916697790966,79.4147,92.7401,-0.24801065628476263,1.7849666666666666,0.2450847177791567,1.4474,2.3444,0.012914037819799726
pump-0004,degrading,50,79,DEGRADATION,4.102663333333333,0.16403653146648628,3.8294,4.5089,-0.008579466073415051,85.55573333333334,3.1115327426991506,79.4147,91.1187,0.12756640711902073,1.90793,0.28604539983482813,1.4474,2.3927,0.023974616240266953
pump-0004,degrading,60,89,DEGRADATION,4.072413333333333,0.1196176345230455,3.8294,4.2823,0.006223181312569397,85.44535333333333,2.362621141547855,80.0624,91.0365,0.019047474972190517,1.968503333333333,0.2281462900324166,1.4944,2.3927,-0.005746496106785361
pump-0004,degrading,70,99,DEGRADATION,4.042986666666667,0.13416707925402396,3.8147,4.2823,-0.0033451835372637277,84.15376333333334,3.1774637353800843,77.8626,91.0365,-0.26278120133481897,1.93363,0.22897762066775582,1.5571,2.3927,-0.006899199110122383
pump-0004,degrading,80,109,DEGRADATION,3.9974533333333326,0.14038721863316317,3.7312,4.2823,-0.009019977753059039,82.93481000000001,2.5147334511302257,77.8626,87.0677,0.007991078976638743,1.9771566666666667,0.2768023249942497,1.5571,2.4349,0.019072280311457142
pump-0004,degrading,90,119,DEGRADATION,4.000443333333333,0.14742666806095692,3.7312,4.314,0.012008654060066652,83.06820999999998,2.56202476742517,77.8626,87.0677,0.15376037819799585,2.06328,0.24592784768436998,1.5571,2.4349,0.009416418242491604
pump-0004,degrading,100,129,DEGRADATION,3.9988933333333345,0.15464928264373629,3.7312,4.314,0.0018172636262513,82.96534666666666,2.675668915833114,76.8029,87.0677,-0.1214264293659658,2.0576466666666664,0.19671761272330335,1.7574,2.4349,-0.018143225806451686
pump-0004,degrading,110,139,DEGRADATION,3.9133500000000003,0.2316583184347155,3.5024,4.314,-0.02169452725250289,82.44975666666667,2.612356863279254,76.8029,85.85,-0.0977199777530599,2.058326666666667,0.19812351691698682,1.7574,2.5899,0.009734949944382579
pump-0004,degrading,120,149,DEGRADATION,3.8659133333333338,0.18931592067816758,3.5024,4.1439,0.0021287208008898668,81.73893000000001,2.49613992358201,76.8029,85.7844,0.11724131256951971,2.19199,0.27611697442690236,1.7574,2.5899,0.027980489432702944
pump-0004,degrading,130,159,DEGRADATION,3.791416666666667,0.1904903708560853,3.5024,4.1439,0.0014944827586206293,81.36969666666666,3.133941470681218,74.4945,85.7844,-0.11128869855395082,2.2357066666666667,0.23668173557660835,1.748,2.5899,-0.008001779755283713
pump-0004,degrading,140,169,DEGRADATION,3.7819433333333334,0.18834960168674517,3.552,4.1439,-0.018262402669633054,79.59299666666666,3.522922243865485,73.9667,85.7844,-0.2434155061179112,2.3666199999999997,0.29807029081521474,1.748,2.8105,0.009992791991101159
pump-0004,degrading,150,179,DEGRADATION,3.739933333333333,0.13938096075943163,3.552,4.0548,0.007051479421579418,78.73068333333336,2.795072182739155,73.9667,84.5346,-0.011863470522805293,2.5333066666666664,0.4210228053469577,1.748,3.1037,0.04611937708565069
pump-0005,healthy,0,29,NORMAL,4.450966666666667,0.12840372614877216,4.1494,4.6422,-0.007400756395995619,91.77560333333332,2.8711753314027257,86.6935,97.7606,-0.004893192436042437,1.5469100000000002,0.11683997703411846,1.3118,1.7751,-0.005113348164627392
pump-0005,healthy,10,39,NORMAL,4.443003333333333,0.13090286852811472,4.1484,4.6381,-0.004223337041156976,92.14290666666668,2.437192571372962,87.7371,97.7606,-0.16583697441601972,1.628226666666667,0.1981285457025873,1.3118,2.0976,0.007714438264738566
pump-0005,healthy,20,49,NORMAL,4.433496666666667,0.12299621805387169,4.1484,4.6095,0.007807897664071158,91.16521333333334,1.589034540579767,87.7371,94.7689,0.0378283870967721,1.5898666666666665,0.2085747768920191,1.2898,2.0976,0.004924449388209131
pump-0005,healthy,30,59,NORMAL,4.41304,0.12961843644584925,4.1484,4.6095,-0.005832569521690796,90.83229000000003,1.6164092329089592,87.5527,94.6248,-0.10329225806451764,1.5687233333333335,0.22548068015291733,1.2718,2.0976,-0.017657152391546225
pump-0005,healthy,40,69,NORMAL,4.363133333333333,0.12778390961132605,4.151,4.6095,-0.009954527252502898,90.30854666666664,1.522165449556066,87.5527,93.253,-0.06788760845383936,1.4566200000000002,0.12230701914989724,1.2718,1.7183,-0.004240044493882109
pump-0005,healthy,50,79,NORMAL,4.361176666666667,0.14408673471982844,4.151,4.736,0.011033971078976601,90.34698999999999,1.505465666241955,87.5527,93.7634,0.12572460511679398,1.4932033333333334,0.14606725501935364,1.2718,1.8086,0.012276818687430448
pump-0005,healthy,60,89,NORMAL,4.442760000000001,0.1477132212543391,4.151,4.736,0.011896062291434807,89.86874000000002,2.8370040794941884,81.1844,93.7634,-0.13323007786429472,1.5247166666666665,0.12444203760073293,1.2946,1.8086,0.001067563959955474
pump-0005,healthy,70,99,NORMAL,4.423636666666667,0.17365404973362672,4.0686,4.736,-0.011474371523915528,89.75401000000001,2.9697021952097034,81.1844,93.7634,-0.11376157953281499,1.4840233333333335,0.15493473181382614,1.1818,1.8086,-0.014596863181312597
pump-0005,healthy,80,109,NORMAL,4.400343333333333,0.1625319100634977,4.0686,4.6911,-0.003441001112347227,90.81189333333332,4.000227886502912,81.1844,97.0417,0.3112577975528342,1.4780300000000002,0.14587275768056673,1.1818,1.7724,0.007572569521690728
pump-0005,healthy,90,119,NORMAL,4.40378,0.1776030393884069,4.0686,4.6911,0.013298642936596071,92.79048333333334,3.3068509516944085,86.2586,97.0417,0.183991078976639,1.5013200000000002,0.15509850719247215,1.1818,1.7724,0.009118531701890954
